distrito;inep;unidade_escolar;creche;pre_escola;1_ano;2_ano;3_ano;4_ano;5_ano;6_ano;7_ano;8_ano;9_ano;eja_ai;eja_af
4;23272694;E.M. DELMA HERMINIA DA SILVA PEREIRA;0;0;0;0;0;0;0;257;204;150;122;0;0
4;23073934;E.M. DOM MANOEL DA SILVA GOMES;0;0;26;39;42;43;43;177;221;150;116;0;0
4;23250550;E.M. FRANCISCO ANDRADE TEOFILO GIRAO;153;303;135;140;133;130;134;163;194;0;0;0;0
4;23070056;E.M. FRANCISCO NUNES CAVALCANTE;194;236;45;52;68;64;67;0;0;0;0;0;0
4;23257679;E.M. GEISA FIRMO GONCALVES;0;0;0;0;150;140;160;0;0;0;0;0;0
4;23073870;E.M. GENERAL MANOEL CORDEIRO NETO;88;0;0;0;0;0;0;122;152;135;196;27;76
4;23262605;E.M. HAROLDO JORGE BRAUN VIEIRA;38;117;65;69;66;64;94;71;70;69;0;0;0
4;23222964;E.M. HEITOR VILLA LOBOS;0;0;44;47;46;63;114;0;0;0;0;0;0
4;23233702;E.M. IMACULADA CONCEICAO;0;40;44;52;51;59;60;0;0;0;0;0;0
4;23324252;E.M. INFANTE ROSALINA RODRIGUES;214;262;175;134;129;131;130;0;0;0;0;0;0
4;23244976;E.M. IRMA GIULIANA GALLI;131;0;66;69;65;66;89;0;0;0;0;0;0
4;23080124;E.M. JORNALISTA DURVAL AYRES;0;0;0;0;0;0;0;86;165;133;118;0;63
4;23186950;E.M. MADRE TERESA DE CALCUTA;135;160;69;60;62;67;65;0;0;0;0;0;0
4;23184558;E.M. MANUEL LIMA SOARES;88;0;0;0;0;0;0;151;115;133;118;0;69
4;23198486;E.M. MARCOS VALENTIM PEREIRA DE SOUZA;261;171;88;73;82;87;90;0;0;0;0;0;0
4;23234423;E.M. MARIA DE CARVALHO MARTINS;262;173;88;100;91;99;101;0;0;0;0;0;0
4;23330015;E.M. MARIA MARQUES CEDRO;0;285;140;123;0;0;0;0;0;0;0;0;0
4;23213140;E.M. MARIA ROCHELLE DA SILVA;0;0;0;0;59;99;85;96;69;118;139;0;0
4;23073772;E.M. MARIA ZELIA CORREIA DE SOUZA;92;0;0;0;0;0;0;159;191;226;188;42;124
4;23257520;E.M. MINHA VIDA MEUS AMORES;209;329;83;73;0;0;0;0;0;0;0;0;0
4;23234172;E.M. MONTEIRO LOBATO;170;185;66;82;88;106;86;0;0;0;0;0;0
4;23069368;E.M. MOZART PINTO;40;131;86;91;109;138;127;0;0;0;0;0;0
4;23273755;E.M. NELSON MANDELA;0;0;0;0;0;0;0;163;197;165;0;0;59
4;23264209;E.M. ODILON GONZAGA BRAVEZA;111;120;62;46;50;62;56;104;118;195;66;0;65
4;23256486;E.M. PADRE FELICE PISTONE;0;184;126;105;116;131;130;0;0;0;0;0;0
4;23071990;E.M. PAPA JOAO XXIII;151;182;100;104;98;122;93;0;0;0;0;0;0
4;23546999;E.M. PAULO SERGIO DE SOUSA LIRA;0;0;86;73;97;106;77;0;0;0;0;50;62
4;23071818;E.M. PROF.? JOAO HIPOLYTO DE AZEVEDO E SA;205;176;101;80;69;88;86;100;102;38;0;57;73
4;23072563;E.M. PROF.? JOSE VALDEVINO DE CARVALHO;147;172;80;104;116;93;98;0;0;0;0;32;67
4;23257059;E.M. PROF.? IRENE DE SOUZA PEREIRA;0;0;44;43;55;66;93;67;76;104;86;0;0
4;23325224;E.M. PROF.? MARIA JOSE MACARIO COELHO;0;0;0;0;0;0;0;260;203;227;188;0;0
4;23073748;E.M. PROF.? MARIA STELLA COCHRANE SANTIAGO;262;252;45;49;50;62;66;141;120;140;110;0;0
4;23235365;E.M. PROF.? VANIA MARIA NEVES FACO BARROS;0;126;231;215;136;170;168;0;0;0;0;0;0
4;23078448;E.M. PROF.? VICENTINA CAMPOS MARINHO LOPES;0;0;0;0;0;0;0;107;175;144;135;0;0
4;23075074;E.M. PROJETO NASCENTE;209;260;69;71;79;89;95;135;114;76;105;52;73
4;23076798;E.M. RACHEL DE QUEIROZ;94;108;69;102;133;101;91;0;0;0;0;0;0
4;23250666;E.M. RAIMUNDO DE MOURA MATOS;190;285;181;189;192;228;198;0;0;0;0;65;145
4;23184779;E.M. RAIMUNDO SOARES DE SOUZA;0;0;0;0;0;125;100;159;157;191;79;20;35
4;23077131;E.M. ROGACIANO LEITE;94;0;0;0;0;0;0;102;116;181;110;0;0
4;23242710;E.M. SANTA TEREZINHA;115;248;46;52;65;66;66;0;0;0;0;0;0
4;23257334;E.M. TEREZA D ANA;80;204;116;115;0;0;0;0;0;0;0;0;0
4;23078030;E.M. THOMAZ POMPEU SOBRINHO;40;84;44;49;65;67;68;78;89;77;102;0;0
4;23078413;E.M. VICENTE FIALHO;92;83;39;50;42;50;51;49;50;51;57;22;48
4;23078553;E.M. WALDEMAR BARROSO;0;0;0;0;0;0;0;207;187;182;212;0;135
4;23078626;E.M. ZAIRA MONTEIRO GONDIM;0;0;0;0;0;0;0;114;154;178;137;0;0
5;23272740;E.M. 15 DE OUTUBRO;195;281;156;182;190;200;233;0;0;0;0;0;0
5;23263148;E.M. ALAIDE AUGUSTO DE OLIVEIRA;103;64;42;49;114;126;121;0;0;0;0;0;0
5;23065311;E.M. ANTONIO DIOGO DE SIQUEIRA;165;271;68;67;76;62;96;0;0;0;0;48;71
5;23078766;E.M. CASIMIRO MONTENEGRO;192;117;62;75;94;99;112;146;144;137;104;0;37
5;23242469;E.M. CATARINA LIMA DA SILVA;0;0;0;0;0;0;0;184;199;244;256;55;68
5;23067390;E.M. CONCEICAO MOURAO;112;0;0;0;0;0;98;171;189;191;179;0;0
5;23271540;E.M. CRESCER E APRENDER;38;281;154;0;0;0;0;0;0;0;0;0;0
5;23067543;E.M. CREUSA DO CARMO ROCHA;0;0;0;0;0;0;0;268;295;219;173;50;119
5;23065265;EMTI DOM ANTONIO DE ALMEIDA LUSTOSA;0;0;0;0;0;0;0;114;114;114;114;0;0
5;23234440;EMTI FRANCISCA FERNANDES MAGALHAES;124;0;59;70;52;50;47;0;0;0;0;0;0
5;23273747;EMTI HILDETE BRASIL DE SA CAVALCANTE;0;0;0;0;0;0;0;112;112;78;152;0;0
5;23262613;EMTI MARIA DO SOCORRO ALVES CARNEIRO;0;0;0;0;0;0;0;114;114;114;114;0;0
5;23264799;EMTI PROF.? ALEXANDRE RODRIGUES DE ALBUQUERQUE;0;0;0;0;0;0;0;113;113;152;74;0;0
