distrito;inep;unidade_escolar;creche;pre_escola;1_ano;2_ano;3_ano;4_ano;5_ano;6_ano;7_ano;8_ano;9_ano;eja_ai;eja_af
II ;23270560;E.M. MARIA ALICE;77;114;71;58;81;79;75;0;0;0;0;0;0
II ;23256591;E.M. MARIA DE LOURDES;52;68;37;53;45;62;47;0;0;0;0;0;0
II ;23073543;E.M. MARIA DE LOURDES RIBEIRO JEREISSATI;97;206;114;96;97;127;74;138;122;32;30;0;0
II ;23198818;E.M. MARIA FELICIO LOPES;123;136;71;68;56;128;99;189;134;130;77;0;0
II ;23245379;E.M. NOSSA SENHORA APARECIDA;69;97;49;47;57;0;0;0;0;0;0;0;0
II ;23257393;E.M. NOSSA SENHORA DO SAGRADO CORACAO;112;82;35;51;62;70;61;0;0;0;0;0;0
II ;23264209;E.M. ODILON GONZAGA BRAVEZA;123;100;55;45;68;86;52;129;123;51;24;36;52
II ;23250631;E.M. PROFESSOR ERNESTO GURGEL;114;115;57;39;79;63;85;95;66;46;28;0;0
II ;23070048;E.M. PROFESSOR FRANCISCO MAURICIO DE M. DOURADO;94;253;115;113;148;141;126;0;0;0;0;101;81
II ;23071818;E.M. PROFESSOR JOAO HIPOLYTO DE AZEVEDO E SA;132;74;55;75;88;62;72;108;94;56;0;26;59
II ;23187840;E.M. PROFESSOR LUIS COSTA;0;0;39;38;67;51;58;226;209;149;86;42;122
II ;23325216;E.M. PROFESSOR MANUEL EDUARDO PINHEIRO CAMPOS;78;79;44;47;56;57;57;120;98;64;60;0;0
II ;23074779;E.M. PROFESSOR MONTEIRO DE MORAES;56;160;92;81;144;167;117;0;0;0;0;71;82
II ;23064854;E.M. PROFESSORA AIDA SANTOS E SILVA;89;121;74;92;102;117;100;0;0;0;0;0;0
II ;23064927;E.M. PROFESSORA ALDACI BARBOSA;0;0;0;0;0;0;0;279;312;261;212;0;0
II ;23065958;E.M. PROFESSORA BELARMINA CAMPOS;129;180;102;114;127;123;94;181;201;0;0;67;119
II ;23067462;E.M. PROFESSORA CONSUELO AMORA;0;0;66;63;142;119;125;0;0;0;0;55;68
II ;23068175;E.M. PROFESSORA EDITH BRAGA;56;171;89;64;101;110;110;0;0;0;0;84;89
II ;23256559;E.M. PROFESSORA JOSEFINA PARENTE DE ARAUJO;36;77;34;35;52;36;53;0;0;0;0;0;0
II ;23073608;E.M. PROFESSORA MARIA GONDIM DOS SANTOS;116;143;60;74;84;86;70;72;85;45;0;56;94
II ;23264152;E.M. PROFESSORA MARIA ODNILRA CRUZ MOREIRA;145;260;147;106;122;146;123;151;0;0;0;58;71
II ;23073748;E.M. PROFESSORA MARIA STELLA COCHRANE SANTIAGO;119;209;42;44;53;49;56;108;131;100;60;0;0
II ;23269170;E.M. SAO RAFAEL;29;37;15;21;30;82;74;85;80;29;0;0;0
II ;23257440;E.M. SAO VICENTE DE PAULO;0;0;20;72;100;105;100;0;0;0;0;0;0
II ;23078596;E.M. WASHINGTON SOARES;30;0;0;0;0;0;0;131;137;65;0;0;0
II ;23078600;E.M. YOLANDA QUEIROZ;0;0;35;51;54;57;55;105;109;61;28;0;0
III ;23272740;E.M. 15 DE OUTUBRO;171;212;158;139;169;234;205;0;0;0;0;0;0
III ;23067934;E.M. ADROALDO TEIXEIRA CASTELO;36;135;106;128;215;195;191;0;0;0;0;86;98
III ;23065311;E.M. ANTONIO DIOGO DE SIQUEIRA;83;206;72;68;54;83;57;0;0;0;0;44;131
III ;23065397;E.M. ANTONIO SALES;75;0;0;44;83;139;186;0;0;0;0;0;0
III ;23065680;E.M. AUTRAN NUNES;118;0;62;93;116;113;148;0;0;0;0;0;0
III ;23546026;E.M. BERGSON GURJAO FARIAS;130;252;131;69;117;123;120;0;0;0;0;0;0
III ;23234440;ETI FRANCISCA FERNANDES MAGALHAES;110;0;43;69;76;51;49;0;0;0;0;0;0
III ;23262613;ETI MARIA DO SOCORRO ALVES CARNEIRO;0;0;0;0;0;0;0;104;105;112;101;0;0
III ;23331615;ETI PROFESSOR JOAQUIM FRANCISCO DE SOUSA FILHO;0;0;0;0;0;0;0;68;104;102;90;0;0
III ;23264780;ETI PROFESSOR JOSE JULIO DA PONTE;0;0;0;0;0;0;0;90;142;0;0;0;0
III ;23272732;E.M. DEPUTADO GERONCIO BEZERRA;92;77;40;59;0;0;0;0;0;0;0;0;0
III ;23067977;E.M. DOLORES ALCANTARA;0;0;0;0;0;0;0;259;211;150;54;86;211
III ;23072555;E.M. DOM JOSE TUPINAMBA DA FROTA;108;100;63;58;60;61;53;0;0;0;0;0;0
III ;23067764;E.M. DONA DAGMAR GENTIL;116;52;76;71;114;93;0;0;0;0;0;0;0
III ;23070471;E.M. GABRIEL CAVALCANTE;0;70;55;69;72;93;86;0;0;0;0;58;75
III ;23272759;E.M. JOAO PAULO I;0;124;92;94;92;87;60;0;0;0;0;0;0
III ;23185066;E.M. JOAQUIM NOGUEIRA;78;0;0;0;48;80;56;121;85;50;45;55;58
III ;23244305;E.M. JOSE ALCIDES PINTO;0;0;0;0;0;0;0;269;251;242;129;42;69
III ;23072245;E.M. JOSE BONIFACIO DE SOUSA;0;0;0;0;0;0;0;241;201;195;142;0;0
III ;23270675;E.M. JOSE CARLOS DA COSTA RIBEIRO;140;132;73;87;141;138;94;0;0;0;0;0;0
III ;23245212;E.M. JOSE NAURI BRAGA;0;0;0;0;148;126;139;0;0;0;0;0;0
III ;23257644;E.M. MARIA CARDOSO;0;0;82;73;81;82;81;0;0;0;0;0;0
III ;23073080;E.M. MONSENHOR LINHARES;68;0;0;0;0;0;0;211;137;108;60;42;67
III ;23257237;E.M. MURILO SERPA;206;230;90;67;132;109;54;0;0;0;0;0;0
III ;23075058;E.M. NARCISA BORGES;53;37;21;34;38;43;29;0;0;0;0;0;0
III ;23075120;E.M. NILSON HOLANDA;0;0;0;0;0;0;0;145;123;122;79;45;125
III ;23068469;E.M. PADRE JOSEFINO CABRAL;46;69;32;17;52;0;0;0;0;0;0;0;0
III ;23072911;E.M. PRESIDENTE KENNEDY;0;0;0;0;0;0;0;146;148;141;139;67;125
III ;23188375;E.M. PROFESSOR CLODOALDO PINTO;110;86;57;80;108;130;94;0;0;0;0;0;0
III ;23184680;E.M. PROFESSOR DENIZARD MACEDO DE ALCANTARA;57;101;61;75;122;151;132;0;0;0;0;42;60
III ;23263040;E.M. PROFESSOR GERARDO MILTON DE SA;0;93;64;63;114;108;109;158;185;0;0;47;61
III ;23072156;E.M. PROFESSOR JOSE SOBREIRA DE AMORIM;172;169;91;81;115;88;79;0;0;0;0;0;0
III ;23212543;E.M. PROFESSOR LUIS RECAMONDE CAPELO;0;0;0;0;46;0;87;246;141;87;29;0;0
III ;23189681;E.M. PROFESSORA MARIA LIDUINA CORREA LEITE;98;175;103;123;0;0;0;0;0;0;0;0;0
III ;23257695;E.M. SANTA LUZIA;36;126;77;69;107;95;0;0;0;0;0;0;0
III ;23187778;E.M. SANTA MARIA;0;110;0;0;0;0;0;212;159;114;64;42;115
III ;23257075;E.M. SAO CARLOS;166;208;69;58;28;0;0;0;0;0;0;0;0
III ;23256060;E.M. SAO JOSE;0;0;0;0;0;0;0;124;109;100;78;0;83
III ;23257750;E.M. SAO RAIMUNDO;88;176;88;57;59;0;0;0;0;0;0;0;0
III ;23233834;E.M. IRMA MARIA EVANETE;125;74;73;45;96;100;124;0;0;0;0;0;0
III ;23257172;E.M. JOAO FREDERICO FERREIRA GOMES;91;188;72;86;107;107;102;0;0;0;0;0;0
III ;23271531;E.M. MANOEL CAETANO DE SOUZA;0;103;73;77;92;79;55;0;0;0;0;0;0
III ;23075015;E.M. MURILO AGUIAR;90;214;106;138;114;97;100;0;0;0;0;85;137
III ;23065125;E.M. PROFESSOR AMERICO BARREIRA;0;0;0;0;0;0;0;202;240;210;110;61;101
IV;23264179;E.M. ADALBERTO STUDART FILHO;0;70;38;47;90;110;78;0;0;0;0;0;0
IV;23065621;E.M. ARI DE SA CAVALCANTE;83;0;0;0;81;89;83;117;92;57;62;0;0
IV;23078766;E.M. CASIMIRO MONTENEGRO;0;65;39;58;85;95;59;105;100;101;60;19;93
IV;23066660;E.M. CATULO DA PAIXAO CEARENSE;67;110;56;79;72;0;0;0;0;0;0;0;0
IV;23075155;E.M. CLAUDIO MARTINS;0;0;0;0;0;0;0;170;186;140;88;0;0
IV;23259566;E.M. DE EDUCACAO BILINGUE FCO. SUDERLAND B. MOTA;0;22;13;13;20;15;16;0;0;0;0;0;0
IV;23324244;ETI CAROLINO SUCUPIRA -;0;37;54;67;87;89;81;0;0;0;0;0;0
IV;23078740;ETI DIOGO VITAL DE SIQUEIRA;0;0;0;0;0;0;0;74;76;109;75;0;0
IV;23070250;ETI FILGUEIRAS LIMA;158;48;0;0;0;0;0;74;109;111;99;0;0
IV;23259540;ETI PROFESSOR EDGAR LINHARES LIMA;0;0;0;0;0;0;0;107;143;93;65;0;0
IV;23073934;E.M. DOM MANOEL DA SILVA GOMES;0;0;38;37;46;48;34;215;174;142;86;0;0
IV;23070056;E.M. FRANCISCO NUNES CAVALCANTE;73;73;43;49;58;64;46;0;0;0;0;0;0
IV;23257679;E.M. GEISA FIRMO GONCALVES;0;32;0;40;171;134;89;0;0;0;0;0;0
IV;23073870;E.M. GENERAL MANOEL CORDEIRO NETO;53;18;0;0;0;0;0;139;146;204;146;0;0
IV;23262605;E.M. HAROLDO JORGE BRAUN VIEIRA;40;79;71;61;78;54;58;63;63;0;0;70;64
IV;23244976;E.M. IRMA GIULIANA GALLI;93;0;81;49;88;58;85;0;0;0;0;0;0
IV;23233842;E.M. JOAO ESTANISLAU FACANHA;167;0;0;0;76;77;98;101;99;84;51;0;0
IV;23263130;E.M. JOAO HILDO DE CARVALHO FURTADO;160;183;96;88;113;119;120;138;155;119;103;52;67
IV;23234067;E.M. JONATHAN DA ROCHA ALCOFORADO;120;119;55;42;55;62;59;73;76;91;26;0;0
IV;23072202;E.M. JOSE AYRTON TEIXEIRA;99;111;58;66;74;0;95;194;196;169;100;0;0
IV;23234407;E.M. JOSE BATISTA DE OLIVEIRA;97;166;94;102;143;144;164;0;0;0;0;52;76
IV;23186950;E.M. MADRE TERESA DE CALCUTA;168;117;39;51;54;70;70;0;0;0;0;0;0
IV;23198486;E.M. MARCOS VALENTIM PEREIRA DE SOUZA;88;133;76;85;110;113;113;0;0;0;0;0;0
IV;23234423;E.M. MARIA DE CARVALHO MARTINS;256;112;81;61;87;106;87;0;0;0;0;0;0
IV;23073772;E.M. MARIA ZELIA CORREIA DE SOUZA;90;0;0;0;0;60;94;203;205;162;65;75;140
IV;23257520;E.M. MINHA VIDA MEUS AMORES;0;149;79;73;0;0;0;0;0;0;0;0;0
IV;23234172;E.M. MONTEIRO LOBATO;176;150;64;77;73;80;91;0;0;0;0;0;0
IV;23069368;E.M. MOZART PINTO;0;0;19;104;151;132;139;0;0;0;0;0;0
IV;23256737;E.M. NOVO RENASCER;0;108;61;75;75;70;77;0;0;0;0;0;0
IV;23256486;E.M. PADRE FELICE PISTONE;0;273;142;122;132;127;131;0;0;0;0;0;0
IV;23071990;E.M. PAPA JOAO XXIII;142;159;82;76;123;131;91;0;0;0;0;0;0
IV;23075856;E.M. PAULO SARASATE;76;101;39;46;76;55;57;0;0;0;0;0;0
IV;23071435;E.M. PROFESSOR JACINTO BOTELHO;86;107;70;43;58;56;53;94;97;62;55;46;70
IV;23072563;E.M. PROFESSOR JOSE VALDEVINO DE CARVALHO;156;105;59;68;83;83;83;0;0;0;0;75;72
IV;23186690;E.M. PROFESSOR OSMIRIO DE OLIVEIRA BARRETO;125;68;37;46;73;59;53;60;86;54;51;0;0
IV;23257059;E.M. PROFESSORA IRENE DE SOUZA PEREIRA;0;0;40;48;57;79;75;98;102;71;36;0;0
IV;23235365;E.M. PROFESSORA VANIA MARIA NEVES FACO BARROS;0;110;66;72;108;108;109;0;0;0;0;0;0
IV;23075074;E.M. PROJETO NASCENTE;81;91;62;79;98;85;77;109;100;72;51;24;106
IV;23076798;E.M. RACHEL DE QUEIROZ;89;0;0;0;0;0;0;171;165;134;137;54;189
IV;23184779;E.M. RAIMUNDO SOARES DE SOUZA;0;0;0;0;0;122;117;157;184;0;0;26;68
IV;23077131;E.M. ROGACIANO LEITE;87;0;0;0;0;0;0;101;103;127;59;0;0
IV;23256990;E.M. ROSA AMARO CAVALCANTE;0;0;35;56;59;120;0;0;0;0;0;0;0
IV;23256656;E.M. SAGRADO CORACAO;0;145;69;79;0;0;0;0;0;0;0;0;0
IV;23257334;E.M. TEREZA D ANA;0;187;121;110;0;0;0;0;0;0;0;0;0
IV;23078030;E.M. THOMAZ POMPEU SOBRINHO;35;64;37;44;59;31;60;109;70;73;59;0;0
IV;23078413;E.M. VICENTE FIALHO;107;75;38;26;50;61;55;102;86;70;33;60;102
IV;23078553;E.M. WALDEMAR BARROSO;0;0;0;0;0;0;0;275;205;170;136;28;156
IV;23078626;E.M. ZAIRA MONTEIRO GONDIM;0;0;0;0;0;0;0;104;139;167;133;0;0
IV;23257105;E.M. HILZA DIOGO CALS;95;133;53;46;0;0;0;0;0;0;0;0;0
IV;23257300;E.M. MARIA BEZERRA QUEVEDO;118;106;31;45;119;135;130;0;0;0;0;66;148
IV;23074086;E.M. MARIETA GUEDES MARTINS;0;0;0;0;0;0;0;218;250;144;72;0;61
V;23073764;E.M. MARIA VIVIANE BENEVIDES GOUVEIA;56;73;40;43;58;66;74;64;70;64;48;0;0
V;23263148;E.M. ALAIDE AUGUSTO DE OLIVEIRA;137;0;20;21;137;118;119;0;0;0;0;0;0
V;23242469;E.M. CATARINA LIMA DA SILVA;0;0;0;0;0;0;0;328;293;216;0;54;274
V;23067390;E.M. CONCEICAO MOURAO;102;0;0;0;0;33;130;196;190;185;138;0;0
V;23271540;E.M. CRESCER E APRENDER;40;180;123;0;0;0;0;0;0;0;0;0;0
V;23067543;E.M. CREUSA DO CARMO ROCHA;0;0;0;0;0;0;0;227;196;209;61;57;139
V;23065265;ETI DOM ANTONIO DE ALMEIDA LUSTOSA;0;0;0;0;0;0;0;104;110;101;62;0;0
V;23069015;ETI PROFESSOR ADEMAR NUNES BATISTA;0;0;0;0;0;0;0;72;38;111;75;0;0
V;23264799;ETI PROFESSOR ALEXANDRE RODRIGUES DE ALBUQUERQUE;0;0;0;0;0;0;0;221;106;75;35;0;0
V;23259558;ETI PROFESSORA MARIA JOSE FERREIRA GOMES;0;0;0;0;0;0;0;38;190;114;111;0;0
V;23263113;E.M. DOUTOR SERVULO MENDES BARROSO;0;0;106;155;138;98;155;0;0;0;0;0;0
V;23068167;E.M. EDILSON BRASIL SOAREZ;0;0;0;0;0;0;0;186;175;152;94;0;66
V;23214899;E.M. EDUCADOR PAULO FREIRE;53;77;50;50;45;83;65;121;90;0;0;0;0
V;23256923;E.M. FLORIVAL ALVES SERAINE;62;162;109;109;172;202;245;0;0;0;0;68;87
V;23227419;E.M. FRANCISCA DE ABREU LIMA;184;152;36;41;71;58;51;0;0;0;0;0;0
V;23070030;E.M. FRANCISCO EDMILSON PINHEIRO;102;222;86;100;124;144;116;0;0;0;0;72;54
V;23069945;E.M. GOVERNADOR FAUSTINO DE ALBUQUERQUE;0;0;0;0;0;0;0;163;183;202;93;0;0
V;23070960;E.M. HENRIQUETA GALENO;83;0;38;47;67;73;177;146;165;153;65;89;91
V;23213736;E.M. HERBERT DE SOUZA;165;197;86;122;63;66;90;0;0;0;0;60;0
V;23256966;E.M. IRMA ROCHA;35;228;85;108;108;109;0;0;0;0;0;0;0
V;23071850;E.M. JOAO MENDES DE ANDRADE;76;40;0;0;0;91;143;217;185;155;65;51;126
V;23264160;E.M. JOAO NUNES PINHEIRO;0;135;83;105;126;62;90;0;0;0;0;0;0
V;23257202;E.M. JOAO PAULO II;0;0;78;88;130;139;135;0;0;0;0;0;0
V;23072016;E.M. JOAQUIM ALVES;65;64;38;56;77;81;103;174;161;153;151;44;57
V;23245182;E.M. JORNALISTA DEMOCRITO DUMMAR;98;178;128;119;149;152;149;0;0;0;0;0;0
V;23256796;E.M. JOSE CARLOS MATOS;61;116;74;66;84;82;78;0;0;0;0;0;0
V;23256699;E.M. MANOEL MALVEIRA MAIA;140;169;79;81;117;115;79;0;0;0;0;0;0
V;23263121;E.M. MARIA DOLORES PETROLA DE MELO JORGE;160;203;114;120;115;112;108;0;0;0;0;0;0
V;23302615;E.M. NARCISO PESSOA DE ARAUJO;0;0;49;59;75;66;57;129;148;108;22;0;0
V;23233877;E.M. NOELZINDA SATIRO SANTIAGO;141;119;76;88;83;59;0;0;0;0;0;0;0
V;23184914;E.M. PADRE ANTONIO MONTEIRO DA CRUZ;163;172;84;88;125;152;120;225;137;0;0;99;97
V;23072180;E.M. PADRE ARIMATEIA DINIZ;0;0;18;35;59;62;87;94;129;102;34;0;0
V;23257725;E.M. PADRE CICERO ROMAO BATISTA;76;179;82;94;0;0;0;0;0;0;0;0;0
V;23264187;E.M. PROFESSOR EDILSON BRASIL SOAREZ;88;93;85;79;86;111;92;0;0;0;0;54;78
V;23244283;E.M. PROFESSOR JOSE CIRIO PEREIRA FILHO;171;253;111;91;162;127;122;0;0;0;4;0;0
V;23304812;E.M. PROFESSOR JOSE FERREIRA DE ALENCAR;0;0;40;80;158;140;126;0;0;0;0;0;0
V;23235080;E.M. PROFESSOR JOSE MARIA MOREIRA CAMPOS;39;108;66;64;113;109;119;172;0;0;0;0;0
V;23069350;E.M. PROFESSOR JOSE MILITAO DE ALBUQUERQUE;91;0;41;46;62;74;81;174;195;0;0;77;35
V;23445645;E.M. PROFESSORA ANTONIA MARIA DE LIMA;73;182;120;105;123;62;0;0;0;0;0;0;0
V;23073144;E.M. PROFESSORA LIREDA FACO;0;191;38;37;45;44;37;222;279;256;187;109;303
V;23076720;E.M. RACHEL VIANA MARTINS;73;58;18;42;79;92;88;168;181;156;85;0;0
V;23256761;E.M. RAIMUNDO MOREIRA SENA;283;170;77;63;106;59;86;0;0;0;0;0;0
V;23257342;E.M. REITOR ANTONIO MARTINS FILHO;119;173;126;120;225;164;116;0;0;0;0;0;0
V;23256915;E.M. SANTA ISABEL;0;0;0;126;152;176;143;0;0;0;0;0;0
V;23272724;E.M. SANTOS DUMONT;91;97;60;71;90;94;103;204;276;201;0;0;0
V;23077468;E.M. SEBASTIAO DE ABREU;54;0;0;0;0;0;0;242;228;190;126;0;0
V;23257652;E.M. TOMAZ MUNIZ;180;169;87;82;101;73;0;0;0;0;0;0;0
V;23256907;E.M. ULISSES GUIMARAES;0;131;101;92;127;146;130;0;0;0;0;0;0
VI;23186909;E.M. ABDENAGO DA ROCHA LIMA;0;123;95;64;79;105;68;0;0;0;0;0;0
VI;23256850;E.M. ANDRE LUIS;122;190;120;119;154;125;129;0;0;0;0;0;0
VI;23065192;E.M. ANGELICA GURGEL;0;0;0;0;0;0;0;134;129;124;164;99;175
VI;23065834;E.M. BARBARA DE ALENCAR;0;0;0;0;0;0;0;236;212;181;118;27;117
VI;23250623;E.M. CESAR CALS DE OLIVEIRA NETO;0;187;101;101;112;90;0;0;0;0;0;0;0
VI;23070137;E.M. CONEGO FRANCISCO PEREIRA DA SILVA;183;215;70;70;122;89;117;128;107;88;78;0;0
VI;23070846;ETI GUIOMAR DA SILVA ALMEIDA;0;0;0;0;0;0;0;103;107;101;82;0;0
VI;23272708;ETI JOSE CARVALHO;0;0;0;0;0;0;0;101;93;102;70;0;0
VI;23065346;ETI PROFESSOR ANTONIO GIRAO BARROSO;0;0;0;0;0;0;0;72;74;106;62;0;0
VI;23272694;E.M. DELMA HERMINIA DA SILVA PEREIRA;0;0;0;0;0;0;0;222;171;121;84;0;0
VI;23067829;E.M. DEMOCRITO ROCHA;0;0;0;0;0;65;32;180;190;164;180;29;126
VI;23069953;E.M. FRANCISCA ORIA SERPA;0;0;0;0;0;0;0;91;83;58;78;0;0
VI;23250550;E.M. FRANCISCO ANDRADE TEOFILO GIRAO;186;203;86;94;155;153;124;182;139;0;0;17;0
VI;23233702;E.M. IMACULADA CONCEICAO;0;35;42;40;49;59;48;0;0;0;0;0;0
VI;23324252;E.M. INFANTE ROSALINA RODRIGUES;146;241;83;87;120;111;114;0;0;0;0;0;0
VI;23235128;E.M. ISABEL FERREIRA;0;182;99;104;136;147;148;0;0;0;0;0;0
VI;23071796;E.M. JOAO GERMANO DA PONTE NETO;172;135;85;83;135;137;138;0;0;0;0;0;0
VI;23546018;E.M. JOAO NOGUEIRA JUCA;59;104;51;57;77;57;52;0;0;0;0;0;0
VI;23235373;E.M. JOAO SARAIVA LEAO;92;106;79;97;124;122;160;167;136;0;0;60;103
